event_id,alert_type,cities,matched_cities,timestamp,datetime,date,weekday,hour,minute_of_day
782,5,"שאר ישוב, שדה אילן, שדה אליעזר, שדה נחמיה, שומרה, שלומי, שמיר, שניר, שעל, שער הגולן, שפר, שרונה, שתולה, תובל, תל קציר, אזור תעשייה בני יהודה, ח'וואלד, בית עלמין תל רגב, צמח, ח'וואלד, מנחת מחניים, סואעד חמירה, תחנת רכבת כפר יהושוע, אושה, אזור תעשייה שער נעמן, אפק, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, חיפה - מפרץ, כפר ביאליק, כפר המכבי, קריית אתא, קריית ביאליק, קריית ים","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, חיפה - מפרץ",1697038526,2023-10-11 18:35:26+03:00,2023-10-11,Wednesday,18,1115.4333333333334
2055,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1705689907,2024-01-19 20:45:07+02:00,2024-01-19,Friday,20,1245.1166666666666
2905,0,חיפה - מערב,חיפה - מערב,1718088709,2024-06-11 09:51:49+03:00,2024-06-11,Tuesday,9,591.8166666666667
3729,0,"כפר מסריק, עכו - אזור תעשייה, חיפה - קריית חיים ושמואל",חיפה - קריית חיים ושמואל,1726977603,2024-09-22 07:00:03+03:00,2024-09-22,Sunday,7,420.05
3757,0,"קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק, אזור תעשייה שער נעמן, חיפה - קריית חיים ושמואל",חיפה - קריית חיים ושמואל,1727100123,2024-09-23 17:02:03+03:00,2024-09-23,Monday,17,1022.05
3761,0,"אושה, חיפה - מפרץ, כפר המכבי, קריית אתא, רמת יוחנן, נשר, אורנים, איבטין, אלונים, בסמת טבעון, כפר תקווה, נופית, קריית טבעון - בית זייד, ראס עלי, רכסים, שער העמקים, בית סוהר קישון, בית עלמין תל רגב, ח'וואלד, חוואלד",חיפה - מפרץ,1727102498,2024-09-23 17:41:38+03:00,2024-09-23,Monday,17,1061.6333333333334
3765,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל","חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל",1727109754,2024-09-23 19:42:34+03:00,2024-09-23,Monday,19,1182.5666666666666
3765,0,"חיפה - מערב, חיפה - מפרץ, נשר, בית אורן, גבעת וולפסון, החותרים, יגור, כפר גלים, עספיא, בית צבי, כפר הנוער ימין אורד, מגדים, יערות הכרמל, כלא דמון","חיפה - מערב, חיפה - מפרץ",1727109767,2024-09-23 19:42:47+03:00,2024-09-23,Monday,19,1182.7833333333333
3765,0,"חיפה - קריית חיים ושמואל, קריית אתא",חיפה - קריית חיים ושמואל,1727109804,2024-09-23 19:43:24+03:00,2024-09-23,Monday,19,1183.4
3780,0,"אפק, חיפה - קריית חיים ושמואל, כפר ביאליק",חיפה - קריית חיים ושמואל,1727179431,2024-09-24 15:03:51+03:00,2024-09-24,Tuesday,15,903.85
3822,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, קריית אתא, קריית ים, נשר","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1727415222,2024-09-27 08:33:42+03:00,2024-09-27,Friday,8,513.7
3863,0,"חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, בית אורן, גבעת וולפסון, החותרים, טירת כרמל, כפר גלים, אזור תעשייה ניר עציון, בית צבי, כפר הנוער ימין אורד, מגדים, נווה ים, ניר עציון, עין הוד, עין חוד, עין כרמל, עתלית, יערות הכרמל, כלא דמון","חיפה - מערב, חיפה - נווה שאנן ורמות כרמל",1727633689,2024-09-29 21:14:49+03:00,2024-09-29,Sunday,21,1274.8166666666666
3863,0,"איזור תעשייה מילואות צפון, לימן, בית העלמין החדש נהריה, בוסתן הגליל, בית העמק, בן עמי, ג'דידה מכר, גשר הזיו, כפר מסריק, מג'דל כרום, נהריה, נס עמים, נתיב השיירה, סער, עברון, עין המפרץ, עכו - אזור תעשייה, עכו, צורית גילון, שבי ציון, שומרת, שייח' דנון, אבו סנאן, אשרת, בית העלמין החדש עכו, ג'וליס, געתון, טל - אל, יחיעם, ירכא, כברי, כליל, כפר יאסיף, לוחמי הגטאות, מזרעה, נווה זיו, עמקה, פלך, רגבה, תובל, אושה, אזור תעשייה שער נעמן, אפק, חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, רמת יוחנן, אזור תעשייה קריית ביאליק, אזור תעשייה בר-לב, אזור תעשייה טמרה, אחיהוד, אעבלין, טמרה, יסעור, כאבול, מצפה אבי''ב, שעב, שפרעם","חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - קריית חיים ושמואל",1727633713,2024-09-29 21:15:13+03:00,2024-09-29,Sunday,21,1275.2166666666667
3904,0,"אזור תעשייה שער נעמן, אפק, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק, אזור תעשייה טמרה, אעבלין, טמרה, שפרעם",חיפה - קריית חיים ושמואל,1727788253,2024-10-01 16:10:53+03:00,2024-10-01,Tuesday,16,970.8833333333333
3994,0,"חיפה - קריית חיים ושמואל, כפר ביאליק, אעבלין",חיפה - קריית חיים ושמואל,1727981302,2024-10-03 21:48:22+03:00,2024-10-03,Thursday,21,1308.3666666666666
3998,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, קריית ים, קריית מוצקין","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1728014479,2024-10-04 07:01:19+03:00,2024-10-04,Friday,7,421.31666666666666
4008,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, נשר, בית אורן, גבעת וולפסון, דלית אל כרמל, החותרים, טירת כרמל, כפר גלים, עספיא, אזור תעשייה ניר עציון, בית צבי, בת שלמה, גבע כרמל, הבונים, כפר הנוער ימין אורד, כרם מהר''ל, מאיר שפיה, מגדים, מרכז מיר''ב, נווה ים, ניר עציון, עופר, עין איילה, עין הוד, עין חוד, עין כרמל, עתלית, פוריידיס, צרופה, יערות הכרמל, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל",1728028337,2024-10-04 10:52:17+03:00,2024-10-04,Friday,10,652.2833333333333
4035,0,"אושה, כפר ביאליק, כפר המכבי, קריית ים, קריית מוצקין, רמת יוחנן, בית עלמין תל רגב, חוואלד, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, קריית אתא, קריית ביאליק, נשר, איבטין, טירת כרמל, יגור, כפר גלים, כפר חסידים, עספיא, רכסים, בית סוהר קישון, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1728124004,2024-10-05 13:26:44+03:00,2024-10-05,Saturday,13,806.7333333333333
4050,0,"חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, בית אורן, גבעת וולפסון, דלית אל כרמל, החותרים, טירת כרמל, כפר גלים, כפר הנוער ימין אורד, יערות הכרמל, כלא דמון","חיפה - מערב, חיפה - נווה שאנן ורמות כרמל",1728192598,2024-10-06 08:29:58+03:00,2024-10-06,Sunday,8,509.96666666666664
4065,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1728246145,2024-10-06 23:22:25+03:00,2024-10-06,Sunday,23,1402.4166666666667
4065,0,"חיפה - נווה שאנן ורמות כרמל, החותרים, טירת כרמל, כפר גלים",חיפה - נווה שאנן ורמות כרמל,1728246162,2024-10-06 23:22:42+03:00,2024-10-06,Sunday,23,1402.7
4090,0,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1728310120,2024-10-07 17:08:40+03:00,2024-10-07,Monday,17,1028.6666666666667
4109,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, קריית ים","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1728378676,2024-10-08 12:11:16+03:00,2024-10-08,Tuesday,12,731.2666666666667
4109,0,"אילון, חיפה - נווה שאנן ורמות כרמל, נשר",חיפה - נווה שאנן ורמות כרמל,1728378726,2024-10-08 12:12:06+03:00,2024-10-08,Tuesday,12,732.1
4109,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1728378858,2024-10-08 12:14:18+03:00,2024-10-08,Tuesday,12,734.3
4109,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1728378884,2024-10-08 12:14:44+03:00,2024-10-08,Tuesday,12,734.7333333333333
4110,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, קריית ביאליק","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1728380675,2024-10-08 12:44:35+03:00,2024-10-08,Tuesday,12,764.5833333333334
4136,0,"חיפה - קריית חיים ושמואל, קריית מוצקין",חיפה - קריית חיים ושמואל,1728468667,2024-10-09 13:11:07+03:00,2024-10-09,Wednesday,13,791.1166666666667
4136,0,חיפה - מפרץ,חיפה - מפרץ,1728468672,2024-10-09 13:11:12+03:00,2024-10-09,Wednesday,13,791.2
4209,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, קריית אתא, נשר, בית אורן, גבעת וולפסון, החותרים, טירת כרמל, כפר גלים, אזור תעשייה ניר עציון, בית צבי, כפר הנוער ימין אורד, מגדים, נווה ים, ניר עציון, עין הוד, עין כרמל, עתלית, יערות הכרמל, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1728727662,2024-10-12 13:07:42+03:00,2024-10-12,Saturday,13,787.7
4235,0,חיפה - מערב,חיפה - מערב,1728799195,2024-10-13 08:59:55+03:00,2024-10-13,Sunday,8,539.9166666666666
4235,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, קריית אתא, נשר, טירת כרמל, כפר גלים, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1728799199,2024-10-13 08:59:59+03:00,2024-10-13,Sunday,8,539.9833333333333
4260,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1728849837,2024-10-13 23:03:57+03:00,2024-10-13,Sunday,23,1383.95
4260,0,"חיפה - נווה שאנן ורמות כרמל, טירת כרמל",חיפה - נווה שאנן ורמות כרמל,1728849866,2024-10-13 23:04:26+03:00,2024-10-13,Sunday,23,1384.4333333333334
4262,0,חיפה - מערב,חיפה - מערב,1728878921,2024-10-14 07:08:41+03:00,2024-10-14,Monday,7,428.68333333333334
4262,0,"חיפה - כרמל, הדר ועיר תחתית","חיפה - כרמל, הדר ועיר תחתית",1728878929,2024-10-14 07:08:49+03:00,2024-10-14,Monday,7,428.81666666666666
4264,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1728887505,2024-10-14 09:31:45+03:00,2024-10-14,Monday,9,571.75
4264,0,חיפה - נווה שאנן ורמות כרמל,חיפה - נווה שאנן ורמות כרמל,1728887525,2024-10-14 09:32:05+03:00,2024-10-14,Monday,9,572.0833333333334
4264,0,חיפה - מפרץ,חיפה - מפרץ,1728887529,2024-10-14 09:32:09+03:00,2024-10-14,Monday,9,572.15
4264,0,"חיפה - קריית חיים ושמואל, קריית ים",חיפה - קריית חיים ושמואל,1728887566,2024-10-14 09:32:46+03:00,2024-10-14,Monday,9,572.7666666666667
4288,0,"אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, כפר ביאליק, כפר המכבי, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, רמת יוחנן, נשר, אורנים, איבטין, אלונים, בסמת טבעון, החותרים, טירת כרמל, יגור, כפר גלים, כפר חסידים, כפר טבאש, כפר יהושע, כפר תקווה, נופית, עספיא, קריית טבעון - בית זייד, ראס עלי, רכסים, רמת ישי, שדה יעקב, שער העמקים, בית סוהר קישון, בית עלמין תל רגב, ח'וואלד, חוואלד, כלא דמון, תחנת רכבת כפר יהושוע, אזור תעשייה יקנעם עילית, יקנעם המושבה והזורע, עין העמק","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1728966472,2024-10-15 07:27:52+03:00,2024-10-15,Tuesday,7,447.8666666666667
4291,0,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1728991218,2024-10-15 14:20:18+03:00,2024-10-15,Tuesday,14,860.3
4291,0,"חיפה - מפרץ, כפר ביאליק, קריית אתא",חיפה - מפרץ,1728991227,2024-10-15 14:20:27+03:00,2024-10-15,Tuesday,14,860.45
4333,0,"אושה, אזור תעשייה שער נעמן, אפק, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - קריית חיים ושמואל, כפר ביאליק, כפר המכבי, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, רמת יוחנן, אזור תעשייה קריית ביאליק, שפרעם","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - קריית חיים ושמואל",1729139298,2024-10-17 07:28:18+03:00,2024-10-17,Thursday,7,448.3
4381,0,"חיפה - מערב, טירת כרמל",חיפה - מערב,1729314174,2024-10-19 08:02:54+03:00,2024-10-19,Saturday,8,482.9
4381,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל","חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל",1729314217,2024-10-19 08:03:37+03:00,2024-10-19,Saturday,8,483.6166666666667
4385,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, נשר, שפרעם, בית עלמין תל רגב","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1729322583,2024-10-19 10:23:03+03:00,2024-10-19,Saturday,10,623.05
4409,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, בית אורן, גבעת וולפסון, דלית אל כרמל, החותרים, טירת כרמל, כפר גלים, אזור תעשייה ניר עציון, בית צבי, כפר הנוער ימין אורד, מגדים, ניר עציון, עין הוד, עין חוד, עתלית, יערות הכרמל, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל",1729406263,2024-10-20 09:37:43+03:00,2024-10-20,Sunday,9,577.7166666666667
4409,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1729406321,2024-10-20 09:38:41+03:00,2024-10-20,Sunday,9,578.6833333333333
4410,0,חיפה - מערב,חיפה - מערב,1729407018,2024-10-20 09:50:18+03:00,2024-10-20,Sunday,9,590.3
4419,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל, טירת כרמל, כפר גלים","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - נווה שאנן ורמות כרמל",1729428051,2024-10-20 15:40:51+03:00,2024-10-20,Sunday,15,940.85
4419,0,"חיפה - מפרץ, נשר, בית אורן, גבעת וולפסון, דלית אל כרמל, יגור, כפר חסידים, עספיא, בית סוהר קישון, בית צבי, מגדים, יערות הכרמל, כלא דמון",חיפה - מפרץ,1729428062,2024-10-20 15:41:02+03:00,2024-10-20,Sunday,15,941.0333333333333
4419,0,"חיפה - קריית חיים ושמואל, כפר ביאליק, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין",חיפה - קריית חיים ושמואל,1729428079,2024-10-20 15:41:19+03:00,2024-10-20,Sunday,15,941.3166666666667
4420,5,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1729428984,2024-10-20 15:56:24+03:00,2024-10-20,Sunday,15,956.4
4421,5,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1729429332,2024-10-20 16:02:12+03:00,2024-10-20,Sunday,16,962.2
4421,5,"חיפה - מפרץ, חיפה - קריית חיים ושמואל","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1729429360,2024-10-20 16:02:40+03:00,2024-10-20,Sunday,16,962.6666666666666
4429,5,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1729447778,2024-10-20 21:09:38+03:00,2024-10-20,Sunday,21,1269.6333333333334
4450,0,"אזור תעשייה שער נעמן, אפק, חיפה - מפרץ, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק, אזור תעשייה בר-לב, אזור תעשייה טמרה, אחיהוד, אלון הגליל, אעבלין, ביר אלמכסור, בית לחם הגלילית, דמיידה, הושעיה, הסוללים, הרדוף, חג'אג'רה, חנתון, טמרה, יובלים, יודפת, יסעור, יעד, כאבול, כאוכב אבו אלהיג'א, כעביה טבאש, כעביה, כפר מנדא, מורשת, מנוף, מצפה אבי''ב, מרכז אזורי משגב, עדי, עצמון - שגב, ערב אל נעים, ציפורי, קורנית, רקפת, שורשים, שכניה, שעב, שפרעם, אבטליון, אזור תעשייה תרדיון, אשבל, אשחר, בית רימון, דיר חנא, הררית יחד, חוסנייה, כמון, לוטם וחמדון, מכמנים, מעלה צביה, סכנין, סלמה, עוזייר, עראבה, רומאנה, רומת אל הייב","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1729502925,2024-10-21 12:28:45+03:00,2024-10-21,Monday,12,748.75
4468,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, קריית אתא, נשר, בית אורן, גבעת וולפסון, טירת כרמל, כפר חסידים, רכסים, יערות הכרמל, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל",1729561890,2024-10-22 04:51:30+03:00,2024-10-22,Tuesday,4,291.5
4468,0,"חיפה - מערב, החותרים, כפר גלים, אזור תעשייה ניר עציון, בית צבי, כפר הנוער ימין אורד, מגדים, ניר עציון, עין הוד, עין חוד",חיפה - מערב,1729561897,2024-10-22 04:51:37+03:00,2024-10-22,Tuesday,4,291.6166666666667
4468,0,"חיפה - קריית חיים ושמואל, כפר ביאליק, קריית ביאליק, קריית ים, קריית מוצקין, עכו - אזור תעשייה",חיפה - קריית חיים ושמואל,1729561928,2024-10-22 04:52:08+03:00,2024-10-22,Tuesday,4,292.1333333333333
4483,5,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1729610619,2024-10-22 18:23:39+03:00,2024-10-22,Tuesday,18,1103.65
4483,5,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1729610740,2024-10-22 18:25:40+03:00,2024-10-22,Tuesday,18,1105.6666666666667
4483,5,חיפה - מפרץ,חיפה - מפרץ,1729610784,2024-10-22 18:26:24+03:00,2024-10-22,Tuesday,18,1106.4
4483,5,"חיפה - קריית חיים ושמואל, כפר ביאליק, קריית ים",חיפה - קריית חיים ושמואל,1729610878,2024-10-22 18:27:58+03:00,2024-10-22,Tuesday,18,1107.9666666666667
4547,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1729836127,2024-10-25 09:02:07+03:00,2024-10-25,Friday,9,542.1166666666667
4630,0,"חיפה - קריית חיים ושמואל, קריית ביאליק, קריית ים, קריית מוצקין, אזור תעשייה קריית ביאליק",חיפה - קריית חיים ושמואל,1730121236,2024-10-28 15:13:56+02:00,2024-10-28,Monday,15,913.9333333333333
4630,0,חיפה - מפרץ,חיפה - מפרץ,1730121242,2024-10-28 15:14:02+02:00,2024-10-28,Monday,15,914.0333333333333
4671,0,"חיפה - נווה שאנן ורמות כרמל, נשר, עספיא, כלא דמון, אור הגנוז, ג'ש - גוש חלב, ספסופה - כפר חושן",חיפה - נווה שאנן ורמות כרמל,1730262008,2024-10-30 06:20:08+02:00,2024-10-30,Wednesday,6,380.1333333333333
4684,5,"חיפה - קריית חיים ושמואל, כפר ביאליק, קריית מוצקין",חיפה - קריית חיים ושמואל,1730302440,2024-10-30 17:34:00+02:00,2024-10-30,Wednesday,17,1054.0
4684,5,חיפה - מפרץ,חיפה - מפרץ,1730302484,2024-10-30 17:34:44+02:00,2024-10-30,Wednesday,17,1054.7333333333333
4684,5,חיפה - מפרץ,חיפה - מפרץ,1730302650,2024-10-30 17:37:30+02:00,2024-10-30,Wednesday,17,1057.5
4702,0,"חיפה - קריית חיים ושמואל, קריית ים, קריית מוצקין, כפר ביאליק",חיפה - קריית חיים ושמואל,1730380372,2024-10-31 15:12:52+02:00,2024-10-31,Thursday,15,912.8666666666667
4721,5,חיפה - מפרץ,חיפה - מפרץ,1730473549,2024-11-01 17:05:49+02:00,2024-11-01,Friday,17,1025.8166666666666
4727,5,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1730528404,2024-11-02 08:20:04+02:00,2024-11-02,Saturday,8,500.06666666666666
4727,5,חיפה - מפרץ,חיפה - מפרץ,1730528461,2024-11-02 08:21:01+02:00,2024-11-02,Saturday,8,501.01666666666665
4727,5,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1730528526,2024-11-02 08:22:06+02:00,2024-11-02,Saturday,8,502.1
4741,5,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1730557657,2024-11-02 16:27:37+02:00,2024-11-02,Saturday,16,987.6166666666667
4741,5,חיפה - מפרץ,חיפה - מפרץ,1730557720,2024-11-02 16:28:40+02:00,2024-11-02,Saturday,16,988.6666666666666
4760,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב",1730645748,2024-11-03 16:55:48+02:00,2024-11-03,Sunday,16,1015.8
4761,5,"חיפה - קריית חיים ושמואל, כפר ביאליק",חיפה - קריית חיים ושמואל,1730648021,2024-11-03 17:33:41+02:00,2024-11-03,Sunday,17,1053.6833333333334
4761,5,חיפה - מפרץ,חיפה - מפרץ,1730648078,2024-11-03 17:34:38+02:00,2024-11-03,Sunday,17,1054.6333333333334
4776,0,"אושה, חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל, כפר ביאליק, כפר המכבי, קריית אתא, קריית ביאליק, קריית ים, קריית מוצקין, נשר, איבטין, בית אורן, גבעת וולפסון, דלית אל כרמל, החותרים, טירת כרמל, יגור, כפר גלים, כפר חסידים, עספיא, רכסים, אזור תעשייה ניר עציון, בית סוהר קישון, בית צבי, גבע כרמל, כפר הנוער ימין אורד, מגדים, ניר עציון, עין הוד, עין חוד, עין כרמל, עתלית, יערות הכרמל, כלא דמון, דור, הבונים, כרם מהר''ל, מרכז מיר''ב, נחשולים, עופר, עין איילה, פוריידיס, צרופה","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, חיפה - קריית חיים ושמואל",1730781508,2024-11-05 06:38:28+02:00,2024-11-05,Tuesday,6,398.46666666666664
4813,0,חיפה - קריית חיים ושמואל,חיפה - קריית חיים ושמואל,1730980028,2024-11-07 13:47:08+02:00,2024-11-07,Thursday,13,827.1333333333333
4817,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל, נשר, בית אורן, גבעת וולפסון, החותרים, טירת כרמל, כפר גלים, אזור תעשייה ניר עציון, בית צבי, גבע כרמל, כפר הנוער ימין אורד, מגדים, נווה ים, ניר עציון, עין הוד, עין חוד, עין כרמל, עתלית, יערות הכרמל, כלא דמון","חיפה - כרמל, הדר ועיר תחתית, חיפה - מערב, חיפה - מפרץ, חיפה - נווה שאנן ורמות כרמל",1730984634,2024-11-07 15:03:54+02:00,2024-11-07,Thursday,15,903.9
4821,0,"זרעית, חיפה - קריית חיים ושמואל, כפר ביאליק, קריית ביאליק, קריית ים, קריית מוצקין",חיפה - קריית חיים ושמואל,1730988883,2024-11-07 16:14:43+02:00,2024-11-07,Thursday,16,974.7166666666667
4821,0,חיפה - מפרץ,חיפה - מפרץ,1730988891,2024-11-07 16:14:51+02:00,2024-11-07,Thursday,16,974.85
4821,0,"חיפה - קריית חיים ושמואל, קריית ביאליק, קריית ים, קריית מוצקין",חיפה - קריית חיים ושמואל,1730989008,2024-11-07 16:16:48+02:00,2024-11-07,Thursday,16,976.8
4830,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, קריית ים","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1731044674,2024-11-08 07:44:34+02:00,2024-11-08,Friday,7,464.56666666666666
4830,0,"חיפה - כרמל, הדר ועיר תחתית","חיפה - כרמל, הדר ועיר תחתית",1731044691,2024-11-08 07:44:51+02:00,2024-11-08,Friday,7,464.85
4878,5,חיפה - מערב,חיפה - מערב,1731252110,2024-11-10 17:21:50+02:00,2024-11-10,Sunday,17,1041.8333333333333
4897,0,"חיפה - מפרץ, חיפה - קריית חיים ושמואל, קריית ים","חיפה - מפרץ, חיפה - קריית חיים ושמואל",1731332542,2024-11-11 15:42:22+02:00,2024-11-11,Monday,15,942.3666666666667
4897,0,"חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל","חיפה - כרמל, הדר ועיר תחתית, חיפה - נווה שאנן ורמות כרמל",1731332594,2024-11-11 15:43:14+02:00,2024-11-11,Monday,15,943.2333333333333
4907,5,"חיפה - קריית חיים ושמואל, כפר ביאליק, קריית ביאליק, קריית מוצקין",חיפה - קריית חיים ושמואל,1731396848,2024-11-12 09:34:08+02:00,2024-11-12,Tuesday,9,574.1333333333333
4907,5,"חיפה - מפרץ, קריית אתא",חיפה - מפרץ,1731396874,2024-11-12 09:34:34+02:00,2024-11-12,Tuesday,9,574.5666666666667
